Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
06/12/23 11:00,4.5160600000000004,4.2995900000000002,4.0416699999999999,4.5770799999999996,3.3241399999999999,1.2,1.2,1.7,1.8,0.5,1.7,3.7,1.2,2.6,1.7,1.5,1.9,2,2.41,1.8,3.5,1.57138,5.1800600000000001,4.6993799999999997,,1.6266799999999999,3.3539699999999999,0.85987999999999998,3.4826299999999999,2.3309000000000002,1.3029200000000001,5.2149000000000001,2.2244999999999999,0.6,6.9054349999999998,0.16,0.5,3.41,1.3,0.5,0.8,3.4298000000000002,1.9386399999999999,0,0.7,0.3,1.4962299999999999,1.42086,2.0527600000000001,1.47254,1.7783899999999999,3.0939700000000001,1.8103800000000001,2.31853,3.74193,3,2.7,2.2999999999999998,2.5,2.81609,2.06908,1.98563,6.92971,4.0395599999999998,4.3556600000000003,16.377600000000001,4.06602,4.8319200000000002,2.1372200000000001,1.72899,5.4728899999999996,3.7025199999999998,3.85134,2.8764099999999999,3.9719699999999998,3.1864499999999998,3.8880300000000001,0.36698999999999998,2.5457000000000001,1.7778,1.6214900000000001,1.2,2.4041199999999998,1.22231,2.2188500000000002
06/13/23 12:00,5.4825400000000002,3.7217799999999999,3.4749400000000001,4.9849399999999999,3.4133900000000001,1.9,1,1.9,1,0.3,1.6,4.3,1,2.8,2,1.5,2,1.7,1.44,2.2999999999999998,3.2,1.8640399999999999,5.0280800000000001,5.8247200000000001,,1.76224,5.7022199999999996,1.0627500000000001,4.72424,2.0109599999999999,0.19969000000000001,7.0879000000000003,3.36239,0.7,6.2923910000000003,0.06,0.6,3.75,4,0.4,0.9,2.3607,2.16662,0,0.7,0.4,1.71421,1.66777,4.8442800000000004,1.1972400000000001,2.20967,2.9107400000000001,1.4868600000000001,2.24471,3.21685,2.2999999999999998,3.2,2.2000000000000002,3.5,2.6341600000000001,1.9707600000000001,1.13368,5.06473,3.9992399999999999,2.4498199999999999,6.4587700000000003,3.79793,5.2669699999999997,2.1730299999999998,1.61755,6.4904099999999998,4.0982900000000004,3.2064300000000001,2.6085500000000001,3.2805900000000001,3.0631400000000002,3.8355700000000001,0.35282000000000002,4.47987,1.67482,1.7598,0.82579000000000002,2.2218200000000001,1.3567100000000001,5.2575399999999997
06/13/23 01:00,5.6191700000000004,3.83188,4.2618600000000004,4.84382,3.9542600000000001,1.8,0.7,1.8,1.2,0.4,1.2,4.2,1.1000000000000001,2.8,1.9,1.2,1.8,1.6,1.44,1.9,2.5,1.51366,5.1274899999999999,4.7192400000000001,,1.7411300000000001,2.9905400000000002,1.10978,5.2285000000000004,2.33386,0.13988,7.3163,3.6815899999999999,0.7,3.6793480000000001,0.06,0.5,3.32,4.5,0.2,0.7,1.9858100000000001,2.4444300000000001,0.4,0.6,0.4,2.0304500000000001,1.6390100000000001,2.0291199999999998,0.96275999999999995,2.1096400000000002,3.0301100000000001,2.3333499999999998,2.7021600000000001,5.0755600000000003,2.9,3.1,2.2000000000000002,2.6,5.7426000000000004,1.6403000000000001,1.3172999999999999,6.2794400000000001,3.4028,3.09918,4.23278,3.80566,4.2220500000000003,1.76233,1.0873900000000001,5.5917000000000003,4.0368000000000004,3.0410599999999999,2.27149,3.4591799999999999,3.29678,3.8813800000000001,0.38544,2.2288800000000002,1.6868099999999999,2.3349299999999999,1.45105,2.0790000000000002,1.0539700000000001,3.78051
06/13/23 02:00,4.4789099999999999,3.5148899999999998,4.40151,4.8379099999999999,3.16926,1.8,0.3,1.4,0.8,0.3,0.8,4.8,1.1000000000000001,2.6,1.9,1.5,1.6,1.6,1.35,1.5,3,1.5386299999999999,5.1992399999999996,4.8087,,2.1786300000000001,3.1229800000000001,1.61307,5.4497,2.01539,0.29712,5.8384999999999998,3.41411,0.7,3.4663040000000001,0.06,0.5,3.38,2.2000000000000002,0.3,0.5,1.7356199999999999,1.93062,0.6,0.6,0.5,1.69278,1.3583099999999999,2.6180099999999999,1.1146100000000001,1.8800399999999999,2.8125900000000001,2.0288200000000001,3.28315,3.6036700000000002,3.4,2.9,2.2999999999999998,2,1.8977999999999999,1.9010100000000001,0.80174999999999996,4.5578099999999999,2.3815400000000002,3.2766899999999999,3.0139,3.5829,3.5020600000000002,1.72234,1.4329700000000001,5.3830400000000003,4.3917700000000002,3.7089599999999998,2.2526000000000002,3.4867400000000002,3.4475199999999999,4.0853200000000003,0.33395999999999998,5.6207900000000004,1.8287,2.42333,1.54104,1.61131,0.37822,1.51372
06/13/23 03:00,4.2968000000000002,3.32796,3.66188,4.9642600000000003,2.9363700000000001,2,1,1,0.9,0.4,1.1000000000000001,5,0.9,2.5,1.7,1.5,1.6,1.5,1.48,1.3,3.2,1.4746699999999999,5.1008800000000001,5.3717300000000003,,1.96784,2.1370800000000001,1.2950900000000001,4.9517800000000003,2.1897700000000002,0.27675,4.8010999999999999,3.03728,1,3.4532609999999999,0.16,0.7,3.54,3.8,0.4,0.5,1.71333,2.3940800000000002,0,0.4,0.6,2.2801900000000002,1.2004900000000001,1.0774300000000001,1.2314400000000001,1.8303700000000001,2.8703799999999999,3.6004499999999999,2.9442900000000001,4.0841799999999999,3.1,2.8,2.2000000000000002,1.6,2.7761900000000002,2.53443,1.6761699999999999,4.5496600000000003,2.2144200000000001,3.4535200000000001,3.1121599999999998,3.6499199999999998,3.7387100000000002,1.9168099999999999,1.7829699999999999,4.84239,4.1737500000000001,3.5009700000000001,2.1023399999999999,3.5227300000000001,3.54453,4.7488400000000004,0.27718999999999999,2.2942399999999998,1.7997300000000001,2.0350600000000001,1.25213,1.7366299999999999,1.16431,1.87645
06/13/23 04:00,4.51694,3.7934600000000001,3.9227099999999999,5.4401000000000002,3.32,1.5,0.8,1,0.6,0.6,1,4.0999999999999996,1,2.6,1.9,1.5,1.7,1.5,1.46,1.3,2.1,1.67723,5.3972600000000002,5.7156500000000001,,2.1057899999999998,2.80924,1.2241899999999999,4.3483599999999996,1.46197,0.75363000000000002,4.4442000000000004,3.1141200000000002,1.1000000000000001,3.1402169999999998,0.06,0.5,3.53,3.1,0.3,0.5,2.2827299999999999,2.4660000000000002,1.4,0.4,0.5,2.1678799999999998,2.4116399999999998,3.0938599999999998,0.59933000000000003,1.8045100000000001,,2.7804500000000001,2.5233500000000002,4.92361,3.1,2.7,2.2000000000000002,1.4,1.9137500000000001,2.6352699999999998,2.28566,5.25528,2.08779,2.4304299999999999,2.8103199999999999,3.4634200000000002,4.8942300000000003,1.9533199999999999,1.62415,5.4966100000000004,4.5695699999999997,3.1208399999999998,2.0744899999999999,3.3894299999999999,3.3194699999999999,4.3099400000000001,0.27421000000000001,1.0043599999999999,1.89052,2.5838100000000002,2.04053,1.5308299999999999,2.4282400000000002,0.86121000000000003
06/13/23 05:00,4.3777200000000001,3.8651300000000002,3.9382199999999998,5.5561100000000003,3.4275799999999998,1.4,1,1.7,0.8,0.2,1.2,5.6,0.7,2.8,1.9,1.4,1.7,1.8,1.61,1.2,3.5,1.5228299999999999,5.6329599999999997,5.6563100000000004,,2.2207300000000001,3.2520199999999999,1.2894699999999999,4.9433600000000002,1.3178799999999999,0.81932000000000005,4.1516000000000002,3.2197800000000001,0.9,3.1271740000000001,0.1,0.4,3.48,3,0.4,0.7,2.3491200000000001,2.74716,0,0.5,0.5,2.1826599999999998,1.42262,4.1659800000000002,0.99199000000000004,1.6853899999999999,3.0221800000000001,1.76362,2.3370000000000002,4.3840899999999996,3.4,2.5,2.7,2,1.6896,2.32403,1.3942600000000001,4.6205499999999997,2.5765600000000002,3.43268,3.14236,3.73292,4.8753599999999997,1.8362000000000001,1.9496899999999999,5.3958199999999996,4.2040300000000004,3.4839699999999998,2.0446300000000002,3.5182899999999999,3.50752,4.7939100000000003,0.31072,4.5858999999999996,1.7774099999999999,1.59714,1.7681800000000001,1.6827300000000001,2.4350200000000002,1.8229599999999999
06/13/23 06:00,5.3586600000000004,4.17842,3.8724599999999998,5.6883699999999999,3.1361699999999999,1.5,1,1.3,0.8,0.8,1.1000000000000001,4.7,0.9,2.9,2,1.5,1.6,1.7,1.74,1.1000000000000001,4.5999999999999996,1.6486099999999999,5.9032299999999998,5.9802900000000001,,1.9195199999999999,3.07456,1.6193900000000001,5.8826999999999998,2.2614399999999999,0.89846000000000004,13.776400000000001,3.0091999999999999,1,3.4141300000000001,0.06,0.6,3.53,4.5999999999999996,0.6,0.4,4.3600000000000003,3.1959499999999998,0,0.4,0.6,3.2185999999999999,1.05654,3.5039400000000001,0.84879000000000004,2.4787599999999999,2.4978600000000002,1.5255799999999999,2.1876699999999998,4.3850499999999997,3.3,3,2.9,3,1.9476500000000001,2.6421600000000001,3.2347100000000002,7.3721500000000004,3.7989600000000001,3.1511200000000001,7.1302899999999996,5.0895799999999998,5.0897500000000004,1.82575,2.3423400000000001,5.24716,4.2632099999999999,4.2728700000000002,2.2730800000000002,3.3222700000000001,3.8742999999999999,4.48062,0.30625000000000002,5.4262300000000003,1.7086600000000001,1.56498,1.49597,1.6977899999999999,5.9318,1.23933
06/13/23 07:00,5.3223099999999999,9.2126900000000003,3.73651,8.8386999999999993,4.3479400000000004,1.9,1,1.5,0.6,1,1.1000000000000001,4.2,1,2.8,1.8,1.5,1.7,1.9,1.5,1,3,1.7192499999999999,5.3402399999999997,5.6762199999999998,,3.00265,6.2162600000000001,1.8671800000000001,12.674200000000001,2.7668400000000002,0.89017999999999997,5.7077,3.4820899999999999,1,3.0010870000000001,0.06,0.4,3.8,5.0999999999999996,0.9,0.7,7.5126999999999997,4.9802999999999997,0,0.6,0.6,3.1549999999999998,0.92603999999999997,5.1886099999999997,0.83367999999999998,5.3521700000000001,2.48061,1.5378400000000001,1.49326,3.9562900000000001,2.9,3,3.1,5.3,1.7626999999999999,4.9760099999999996,7.7244900000000003,8.7664100000000005,3.96252,2.2613599999999998,8.3509200000000003,5.1707599999999996,6.6839700000000004,1.6385000000000001,2.1632199999999999,7.25509,4.5775499999999996,5.3476400000000002,2.4670100000000001,3.0859000000000001,3.7238000000000002,4.2131400000000001,0.32113000000000003,4.0488600000000003,1.8368,1.6404399999999999,1.1546700000000001,1.46512,4.6453899999999999,1.6778999999999999
06/13/23 08:00,6.7564599999999997,13.236700000000001,4.5404200000000001,12.529500000000001,4.6783799999999998,1.4,1.1000000000000001,1.1000000000000001,0.9,0.5,1.6,5.2,0.9,3,1.8,1.6,1.6,1.6,1.47,1.1000000000000001,1.7,1.74935,4.9618099999999998,5.5320099999999996,,2.8806600000000002,6.8514699999999999,2.0651199999999998,5.1412000000000004,2.7661099999999998,0.96775999999999995,5.4379999999999997,4.8150399999999998,0.8,2.8641299999999998,0.06,0.5,3.43,5.0999999999999996,1,0.8,18.920000000000002,3.7501199999999999,0.2,0.7,0.7,2.3370899999999999,1.34995,5.1834300000000004,0.61473,2.5691899999999999,2.3555000000000001,1.4466399999999999,1.8295300000000001,3.1725500000000002,3.3,3,3.1,3.7,3.72458,4.1728399999999999,14.169499999999999,11.738899999999999,6.9042899999999996,2.6210800000000001,9.2183700000000002,5.6416599999999999,8.0233500000000006,1.9320299999999999,1.6619200000000001,13.4368,4.3073800000000002,3.1405500000000002,4.9729099999999997,3.0950600000000001,3.1867000000000001,4.0106900000000003,0.39767000000000002,4.1033799999999996,1.6732499999999999,1.43068,1.4050800000000001,1.5524899999999999,5.6894400000000003,
06/13/23 09:00,5.8994600000000004,4.2747000000000002,5.0524699999999996,6.2799300000000002,4.3763100000000001,0.9,1.5,2,0.9,0.4,1.5,5,1.1000000000000001,2.9,1.9,1.4,1.7,1.5,1.56,1,3.5,1.5763199999999999,5.3252199999999998,5.2177899999999999,,2.3995299999999999,4.0482800000000001,3.7434699999999999,2.6179700000000001,2.9412199999999999,0.53019000000000005,5.1712999999999996,5.2413800000000004,0.8,3.2250000000000001,0.26,0.5,3.36,5,0.9,0.4,4.0944000000000003,3.3259099999999999,0.1,0.8,0.8,2.7841200000000002,1.3207,4.4423300000000001,0.62778999999999996,2.0600299999999998,3.0076200000000002,1.9941599999999999,1.69815,3.5006599999999999,4.0999999999999996,2.8,3.1,2.4,3.9523700000000002,2.30951,17.885899999999999,6.4373899999999997,5.7954499999999998,5.7006699999999997,8.2136200000000006,6.0459399999999999,5.81196,2.1233399999999998,2.6726999999999999,5.5111499999999998,4.1746699999999999,4.4669800000000004,2.6628699999999998,3.51031,3.6171099999999998,4.46584,0.41854999999999998,2.7037599999999999,1.6126499999999999,1.73733,1.4494199999999999,1.49508,4.4037800000000002,1.4275800000000001
06/13/23 10:00,5.4695200000000002,7.8693900000000001,,6.0228000000000002,5.3469199999999999,0.9,1.1000000000000001,1.8,0.7,0.2,1.2,5.4,0.9,3,2,1.3,1.6,1.5,1.27,1,2.7,1.3456300000000001,5.9105999999999996,5.4556800000000001,,2.0137399999999999,4.80002,1.6621999999999999,3.2500200000000001,2.8680699999999999,0.75260000000000005,5.1623999999999999,2.6419700000000002,0.7,3.2858700000000001,0.36,0.4,3.35,5.0999999999999996,0.7,0.4,4.9165000000000001,5.4708699999999997,1,0.8,0.5,2.5099900000000002,1.1227199999999999,2.6822900000000001,0.70906000000000002,1.8994800000000001,2.4514800000000001,2.2554799999999999,1.9275100000000001,3.0316999999999998,3.7,2.7,2.9,2.1,3.7922600000000002,2.69232,12.1922,3.4064399999999999,4.1176300000000001,4.4908200000000003,6.1962200000000003,7.5143399999999998,7.9539099999999996,2.0928499999999999,3.67456,5.1745999999999999,3.8077399999999999,6.5866199999999999,2.0282100000000001,3.4279299999999999,3.6012200000000001,4.5301299999999998,0.49751000000000001,2.8438500000000002,1.3769800000000001,1.5959399999999999,1.9259999999999999,1.5135099999999999,3.0663900000000002,1.2553300000000001
06/13/23 11:00,5.6318099999999998,4.1276599999999997,5.46624,6.0161499999999997,5.8564600000000002,0.4,1,1.8,0.8,0.1,1,5.3,1,3.5,2.2999999999999998,1.2,1.6,1.3,1.6,1.2,3.9,1.4594400000000001,6.2490500000000004,4.6349499999999999,,2.1442899999999998,3.8753899999999999,1.1933,4.1864999999999997,2.4387799999999999,0.48466999999999999,5.2363,2.54148,0.6,3.3467389999999999,0.76,0.3,3.43,4.5999999999999996,0.5,1,4.0404999999999998,4.0357200000000004,0.6,1,0.6,2.69102,1.13517,5.14649,0.13846,2.6186400000000001,2.7776999999999998,1.93658,1.74404,3.3144,3.4,3,3,4.2,4.0820400000000001,3.2174999999999998,9.4433699999999998,2.9786100000000002,3.2132299999999998,3.4380799999999998,6.8240400000000001,6.8982999999999999,5.7153200000000002,2.11876,4.6707999999999998,4.2846099999999998,3.8852600000000002,7.88978,2.32965,3.4557799999999999,3.6550199999999999,3.34199,0.48752000000000001,2.4458500000000001,1.0295300000000001,1.4660200000000001,2.1594899999999999,1.5390600000000001,3.1502500000000002,1.8679300000000001
06/13/23 12:00,5.9487100000000002,4.3847899999999997,5.3376799999999998,5.4472100000000001,6.3867200000000004,0.5,1.8,2,1,0.3,1,5.5,1,3.5,2.1,1.2,1.6,1.3,1.46,0.9,1.2,1.16377,6.1331600000000002,5.7979700000000003,,2.5673900000000001,3.9989300000000001,1.90788,3.9745599999999999,2.5917300000000001,0.70552999999999999,5.0286999999999997,2.54148,0.6,3.2076090000000002,0.36,0.6,3.51,4.8,0.8,0.7,2.2929300000000001,6.2667099999999998,1.3,1.4,0.8,3.6190000000000002,0.435,8.2327999999999992,0.30158000000000001,,2.4096500000000001,1.7047099999999999,1.78542,3.4249299999999998,3.8,2.7,2.8,4.0999999999999996,4.2634299999999996,3.5852400000000002,2.3940000000000001,3.0413899999999998,2.1910099999999999,3.2856399999999999,5.7857399999999997,4.6639600000000003,5.0074800000000002,2.6838799999999998,3.4363899999999998,4.8199300000000003,4.0544500000000001,6.7893299999999996,2.4782700000000002,4.1353400000000002,3.5686399999999998,4.1407299999999996,0.47885,1.00265,1.02691,1.4684699999999999,2.58616,1.7216,3.7010999999999998,1.4185000000000001
06/13/23 01:00,6.5602499999999999,3.8727399999999998,5.4824999999999999,5.1582999999999997,6.0403200000000004,0.6,1.7,2.2000000000000002,0.9,0.1,0.9,5.7,1,3,2.6,1.1000000000000001,1.6,1.3,1.08,1,2.8,1.1392500000000001,5.5387700000000004,6.33432,,2.4486500000000002,4.3408899999999999,1.4565399999999999,4.2656799999999997,3.8618800000000002,2.7764899999999999,5.0937000000000001,2.7328600000000001,0.7,3.1684779999999999,0.36,0.3,3.49,4.2,0.6,0.7,2.2524600000000001,2.90103,1.3,1.3,0.6,3.2381000000000002,0.66176999999999997,12.793200000000001,0.35265999999999997,1.93289,2.7623000000000002,1.4132100000000001,2.3209599999999999,4.0118200000000002,4.0999999999999996,2.8,2.8,3.4,3.9340799999999998,3.0865999999999998,5.5351900000000001,3.0753599999999999,1.6059600000000001,2.6028199999999999,3.7312500000000002,4.1960800000000003,5.0335799999999997,2.2924000000000002,2.31908,4.1156199999999998,4.06691,5.96157,2.5167099999999998,3.6057000000000001,4.2475300000000002,4.5966300000000002,0.46625,0.85624999999999996,1.1000000000000001,1.4513,2.1654,1.6733800000000001,4.1492300000000002,0.97550000000000003
06/13/23 02:00,6.4191000000000003,3.9495900000000002,5.2837399999999999,5.8735400000000002,5.7754700000000003,0.5,1.8,2.1,0.9,0,0.9,4.9000000000000004,1,3,1.9,1.1000000000000001,1.5,1.5,1.1399999999999999,1,3.4,1.2449300000000001,4.8684000000000003,6.21488,,2.3464900000000002,3.6219899999999998,1.4670700000000001,3.66696,3.62839,1.4937800000000001,5.9234999999999998,2.45208,0.8,2.829348,0.46,0.3,3.64,3.7,0.5,0.9,2.5802900000000002,2.0659100000000001,1.4,1.3,0.5,2.3141699999999998,0.95542000000000005,3.8172299999999999,0.33442,1.8756200000000001,2.9238,1.9078599999999999,2.3626399999999999,4.6524900000000002,2.7,3.1,2.6,2.5,4.0877600000000003,2.9393400000000001,12.3649,3.0450400000000002,2.4408400000000001,3.25787,3.6387299999999998,3.97465,6.6127599999999997,1.88568,2.2609300000000001,4.4209300000000002,3.7997899999999998,4.6828700000000003,2.4142100000000002,4.0886399999999998,4.4347799999999999,4.9985799999999996,0.43031000000000003,0.80637000000000003,1,1.4549399999999999,2.6264699999999999,1.62137,3.9711599999999998,1.02921
06/13/23 03:00,6.94252,4.6914300000000004,5.1780799999999996,5.92896,5.6619799999999998,1.2,1.8,2.5,1,0.3,0.9,4.8,0.9,3.1,1.7,1.2,1.4,1.6,0.9,1,3.2,1.40036,5.3252800000000002,4.7956799999999999,,2.1479699999999999,4.4143499999999998,7.3107499999999996,3.9211399999999998,3.5086900000000001,1.5656699999999999,5.2392000000000003,2.0811600000000001,0.8,3.2902170000000002,0.76,0.3,3.5,4.2,0.4,0.9,2.05837,1.7617,0.9,1.2,0.5,2.0260099999999999,1.07751,4.9891100000000002,1.64662,2.0507200000000001,3.18669,2.0205299999999999,2.6062500000000002,5.8369900000000001,3.4,3,2.7,3,3.75535,3.1635599999999999,15.2796,3.7802099999999998,3.75488,3.8150599999999999,3.7725399999999998,3.5114399999999999,4.3263100000000003,2.3236300000000001,1.70906,4.5650199999999996,3.8450799999999998,4.2844800000000003,2.1890900000000002,3.7927200000000001,4.1299099999999997,5.0953799999999996,0.39051000000000002,1.0539099999999999,1.1000000000000001,1.53773,2.57918,1.65177,3.2987700000000002,0.69657000000000002
06/13/23 04:00,6.6094200000000001,4.0508199999999999,4.9837499999999997,4.0152400000000004,5.1175699999999997,0.7,1.9,2.8,1.2,0.5,0.7,2.9,1.1000000000000001,3,1.7,1.3,1.5,1.4,1.3,1.1000000000000001,2,1.3204199999999999,5.7497800000000003,4.3106600000000004,,2.06887,4.91195,4.1176000000000004,4.4683099999999998,2.43065,1.48447,5.1166,2.34789,0.9,3.3510870000000001,0.76,0.3,3.85,4.9000000000000004,0.5,0.6,2.05775,1.7263900000000001,1.2,1.2,0.4,3.3485999999999998,1.95584,5.0541299999999998,0.41983999999999999,1.98811,2.8925900000000002,,3.1244299999999998,4.0654399999999997,4,3.3,2.2999999999999998,2.7,3.9274499999999999,3.3862399999999999,8.9117499999999996,4.1540699999999999,4.4901099999999996,4.0246599999999999,3.6444800000000002,3.6979199999999999,3.74227,1.85073,0.87612999999999996,5.1247400000000001,3.8602099999999999,3.8781699999999999,2.4439700000000002,3.6597200000000001,3.8921399999999999,5.1389699999999996,0.39916000000000001,0.98929,2.1566200000000002,1.34151,0.92869000000000002,1.6646099999999999,4.0897500000000004,1.08189
06/13/23 05:00,6.4840499999999999,3.2890199999999998,4.7532199999999998,5.0762799999999997,5.1370699999999996,1.1000000000000001,1.9,2.9,1,1.5,2,2.4,1.1000000000000001,3.1,2.4,1.3,1.6,1.4,1.34,1,3.3,1.6634899999999999,4.8194499999999998,5.1858599999999999,,1.9033500000000001,4.0101599999999999,1.7064299999999999,4.4581900000000001,2.3309000000000002,1.3924000000000001,5.2901999999999996,2.2067700000000001,1.1000000000000001,3.1119569999999999,0.66,0.3,3.8,4,0.4,0.7,2.3188499999999999,2.4172799999999999,1.1000000000000001,1.2,0.5,4.3460999999999999,1.33948,4.3640100000000004,5.1959999999999999E-2,1.8975500000000001,2.8735300000000001,1.81236,2.7522500000000001,3.9469400000000001,4.2,3.5,2.2000000000000002,3.5,4.03139,2.3976500000000001,5.8784000000000001,4.1129899999999999,4.4486100000000004,3.9874499999999999,3.4161899999999998,,3.10636,2.3338299999999998,2.15801,3.8003399999999998,4.11883,3.0057700000000001,2.3874499999999999,3.6543999999999999,4.1939000000000002,5.3155700000000001,0.34075,0.98548000000000002,1.2649600000000001,1.45899,2.0508700000000002,1.7784899999999999,3.7372999999999998,0.64525999999999994
06/13/23 06:00,5.2445700000000004,5.5263799999999996,4.55741,5.4013900000000001,4.7806300000000004,0.8,2.2000000000000002,3.2,1.3,0.8,1.3,3,1,3.3,2.7,1.2,1.5,1.5,1.17,0.9,3.3,1.43981,4.5240799999999997,4.1471799999999996,,1.8404199999999999,2.2128700000000001,1.6944900000000001,4.5266900000000003,2.54739,1.9872099999999999,5.9020000000000001,1.8299300000000001,0.7,2.972826,0.56000000000000005,0.6,3.5,4.5,0.3,0.5,1.98031,2.3995299999999999,1,1.1000000000000001,0.5,6.0315000000000003,1.3182700000000001,3.7957999999999998,0.16247,1.8080700000000001,2.8354200000000001,1.7124299999999999,4.6641300000000001,4.04603,3.8,3.6,2.2000000000000002,2.9,4.2931600000000003,4.50983,3.2387100000000002,7.8448000000000002,5.1497900000000003,2.9650799999999999,4.8105099999999998,3.37073,3.5298099999999999,2.2980299999999998,1.2771300000000001,5.8103699999999998,,2.9670000000000001,2.3570500000000001,3.73604,4.2810300000000003,5.1123700000000003,0.38031999999999999,0.99987999999999999,1.15602,1.5144299999999999,2.4114499999999999,1.67638,3.1923699999999999,0.91735999999999995
06/13/23 07:00,4.5915800000000004,2.95431,4.1606300000000003,6.5917000000000003,4.6689100000000003,1.3,1.6,3.2,0.9,0.2,1.8,2.9,1.2,4.4000000000000004,2.4,1.4,1.4,1.5,1.35,1.1000000000000001,4.0999999999999996,1.29922,5.59246,4.8915300000000004,,1.7681500000000001,3.5234700000000001,1.62219,4.0432399999999999,1.87205,2.7335600000000002,6.8743999999999996,1.66368,0.7,3.133696,0.76,0.2,3.2,3.7,0.3,0.6,1.95061,1.9764600000000001,1,0.9,0.8,2.7863000000000002,1.3075399999999999,4.5066100000000002,0.14574000000000001,1.90195,3.1778200000000001,1.76502,3.0653899999999998,3.2841300000000002,3.5,3.4,2.1,2,4.3660199999999998,4.5115400000000001,2.5243899999999999,7.0829500000000003,2.5249999999999999,2.4620199999999999,5.2200499999999996,1.6225799999999999,3.47933,2.0610499999999998,1.73645,4.0233400000000001,3.8527200000000001,3.3732099999999998,2.42557,4.1889799999999999,4.2604100000000003,4.8907100000000003,0.38094,1.08541,1.2527600000000001,1.52864,2.09151,1.71651,3.0353599999999998,0.57569999999999999
06/13/23 08:00,4.7504999999999997,2.6461899999999998,4.1066900000000004,5.6090200000000001,4.16174,0.8,1.5,3.4,0.9,0.3,1.8,3,1,4.9000000000000004,2.2999999999999998,1.3,1.5,1.4,1.47,1.3,3.1,1.36534,5.2382200000000001,,,1.8342099999999999,2.6123500000000002,1.65659,4.3319000000000001,1,2.1537500000000001,5.82,1.92821,0.6,3.294565,0.36,0.2,3.3,4,0.4,0.6,1.8965399999999999,1.83213,0.3,0.7,0.7,2.0067900000000001,1.39534,3.8019500000000002,0.17061999999999999,1.67564,2.8381500000000002,1.7116199999999999,2.9547099999999999,4.2112600000000002,3.7,3.5,2.1,1.9,4.3162399999999996,4.6386500000000002,1.8571500000000001,6.3226199999999997,2.2500300000000002,4.43363,8.37059,2.1071200000000001,3.4387699999999999,2.40516,1.75231,12.1967,4.0644,2.9113199999999999,2.3382000000000001,3.5720800000000001,4.4120999999999997,4.7488400000000004,0.32156000000000001,1.30898,1.19503,1.4817899999999999,2.0427399999999998,1.95245,4.3757000000000001,0.54483000000000004
06/13/23 09:00,4.2264499999999998,5.3460900000000002,4.08378,3.9561299999999999,4.3479400000000004,0.5,1.4,3.1,0.6,,1.7,3.1,1.1000000000000001,3.9,2.2999999999999998,1.4,1.6,1.6,1.51,1.2,1.9,1.4437500000000001,6.3389800000000003,5.1300299999999996,,1.4863599999999999,3.12792,1.7323999999999999,4.4914899999999998,2.1764700000000001,1.9830700000000001,5.09,1.99471,1.1000000000000001,5.1554349999999998,0.4,0.3,3.3,4.3,0.3,0.4,2.95,2.56162,0.5,0.8,0.9,1.28416,1.40168,2.94164,0.18337000000000001,2.0017299999999998,2.9355600000000002,1.4918499999999999,1.41686,3.07504,4.2,3.7,2.4,1.7,4.6370100000000001,3.9529299999999998,1.5116099999999999,8.4498599999999993,1.8038000000000001,3.9188800000000001,19.764900000000001,1.61842,5.2559199999999997,2.1940599999999999,1.9011100000000001,12.5152,4.0708900000000003,4.1196599999999997,3.05078,4.3041799999999997,4.6000800000000002,4.7621399999999996,0.28336,1.0813699999999999,1.38733,1.2792600000000001,1.52478,1.91578,4.2415900000000004,1.2885899999999999
06/13/23 10:00,4.3467500000000001,3.9104299999999999,4.2323000000000004,3.8327300000000002,5.0596399999999999,0.9,1.6,3.4,1.1000000000000001,,1.5,3.3,0.7,3.3,2.4,1.1000000000000001,1.4,1.5,1.72,1.1000000000000001,3.6,1.72539,6.1981799999999998,4.9408599999999998,,1.7509999999999999,2.9300199999999998,1.73099,4.59321,1.9984,1.4063600000000001,5.3449,3.0491000000000001,1,4.9163040000000002,0.5,0.4,,4.0999999999999996,0.3,0.5,6.3000999999999996,2.8061199999999999,1.4,0.7,0.9,2.7132000000000001,1.4706699999999999,3.7839800000000001,0.15573999999999999,1.96069,3.22255,1.77027,1.8111999999999999,4.3023300000000004,,3.6,2.6,1.8,4.5202499999999999,4.9608100000000004,2.0833200000000001,8.5082100000000001,2.5006499999999998,3.3004799999999999,12.895,1.7829699999999999,4.2108800000000004,1.7521,2.98645,8.5931099999999994,3.67502,4.4234099999999996,3.6371799999999999,4.1860299999999997,4.1077599999999999,4.7155899999999997,0.25773000000000001,3.6976300000000002,1.5083200000000001,1.38198,1.9030899999999999,1.6849000000000001,3.9375399999999998,0.90207000000000004
