Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134
05/11/23 02:00,3.6891799999999999,,6.8452700000000002,5.5591400000000002,13.284700000000001,3.1057199999999998,10.492599999999999,5.2266599999999999,7.0882100000000001,114.893,5.1650799999999997,10.0419,26.7,16.899999999999999,3.9,4.7,4.2,22.3,8.1,9.9,19.5,4.7,11.6,3.8,1.6451800000000001,,6.8,6.7,10.3,8.3000000000000007,15.6,30.1,22.7,4.7,10.199999999999999,10.9,4.5,22.087299999999999,4.3099699999999999,3.6,30.984500000000001,6.1853199999999999,13.366,10.4535,6.1664300000000001,113.86199999999999,7.5091900000000003,11.2659,27.482900000000001,10.6,4.3252600000000001,2.2999999999999998,75.061700000000002,72.2,6.3465499999999997,5.4696199999999999,4.4000000000000004,3.27,2,4.5,4.5999999999999996,4.51,8.3000000000000007,9.42,31.84,7.85,6.6340000000000003,14.44,11.236700000000001,11.7539,12.462199999999999,5.3224099999999996,12.8,67.599999999999994,1.3,4.5999999999999996,3.5,4.5,7,5.7411899999999996,4.8790100000000001,4.8355199999999998,6.1773999999999996,7.3093500000000002,81.160899999999998,7.2929500000000003,8.8880099999999995,7.74038,8.7688900000000007,6.7077900000000001,3.8357299999999999,8.9757200000000008,17.0916,2.2999999999999998,13.6,23.8,9.1999999999999993,8.7983899999999995,23.005600000000001,53.305999999999997,3.8782899999999998,7.6547999999999998,4.5802100000000001,29.169699999999999,13.859299999999999,66.455799999999996,6.4822800000000003,4.6976800000000001,7.4540800000000003,8.0782000000000007,4.9831099999999999,11.317399999999999,2.6176900000000001,4.9553099999999999,5.77841,5.6499600000000001,9.12608,10.799099999999999,6.0441000000000003,2.7212000000000001,4.26668,8.0530000000000008,5.3920199999999996,9.6289999999999996,1.7923800000000001,8.2895800000000008,4.7828600000000003,10.9786,4.61876,11.5017,5.5559500000000002,30.6175,35.4679,2.9083600000000001
05/11/23 03:00,2.47506,,6.5361599999999997,9.1531699999999994,11.888400000000001,3.2124799999999998,8.1546099999999999,5.6159699999999999,7.8524799999999999,101.80200000000001,4.1623200000000002,10.7515,26.1,19.399999999999999,3.6,5.4,3.9,23,9.3000000000000007,9.3000000000000007,15.3,5.5,12.6,3.9,1.6451800000000001,,7.8,6.5,10.3,8.6,19,39.1,22.9,4.8,10.4,10.1,5.3,26.601800000000001,7.1737200000000003,3.8,30.007200000000001,6.5,12.746600000000001,12.7996,6.4569299999999998,109.71599999999999,8.0891699999999993,11.5564,41.456899999999997,10.1,5.1134300000000001,2.6,81.241200000000006,93.9,5.5719599999999998,4.3224900000000002,3.1,3.57,2.1,4.4000000000000004,4.7,5.21,10.8,9.82,32.04,9.0500000000000007,5.7949999999999999,13.94,9.2418600000000009,18.163399999999999,11.7277,5.2124699999999997,18.899999999999999,62.6,2,5.0999999999999996,2.4,4.3,6.9,6.5863500000000004,4.47058,6.5032100000000002,5.4535,7.54427,95.743099999999998,7.3609400000000003,9.7036899999999999,,11.940899999999999,6.7986599999999999,4.2794400000000001,9.1510700000000007,23.283899999999999,2.8,13.7,20.7,9.8000000000000007,8.8164400000000001,30.335100000000001,42.783700000000003,4.9912599999999996,7.6843300000000001,4.1306700000000003,36.791699999999999,13.633100000000001,44.622900000000001,8.9521200000000007,4.2101199999999999,9.35487,5.9500400000000004,6.2809799999999996,11.764099999999999,2.85893,5.2373700000000003,6.3111199999999998,6.5916199999999998,8.7872299999999992,13.664400000000001,10.5947,2.3291300000000001,5.0508199999999999,9.4109599999999993,6.9784499999999996,8.5822599999999998,1.7938499999999999,8.7112800000000004,5.6109099999999996,13.6294,5.0392799999999998,9.3332200000000007,8.1812400000000007,16.727,40.717599999999997,2.5344600000000002
05/11/23 04:00,3.8251400000000002,13.081799999999999,5.92326,6.8247799999999996,13.636799999999999,3.5603500000000001,8.3728899999999999,5.9091399999999998,7.5226600000000001,93.828699999999998,4.5202900000000001,8.2265999999999995,24.8,18.7,3.5,5.9,4,21,8.8000000000000007,8.6999999999999993,19.3,5.6,9.1,3.5,1.6069199999999999,,7.2,6.4,14.4,9.9,23.2,43,22.4,5,10.4,9.1,4.8,20.4377,4.8888800000000003,3.4,22.058599999999998,6.7727300000000001,10.781700000000001,11.5647,5.5084799999999996,83.262799999999999,8.2846200000000003,12.8962,44.301600000000001,10.1,4.4782200000000003,2.9,83.532399999999996,76.099999999999994,5.1497400000000004,6.6534199999999997,3.8,3.57,1.9,4.5,4.8,5.71,9.4,9.7200000000000006,28.94,10.050000000000001,5.3280000000000003,15.84,7.7791800000000002,11.850099999999999,10.1348,4.8348500000000003,24.2,64.7,2.5,6.8,2.4,2.7,6.7,6.0342599999999997,7.6912399999999996,6.1420599999999999,5.8103999999999996,6.9778599999999997,38.754899999999999,8.6865900000000007,8.7041500000000003,44.5242,8.6418700000000008,7.0712599999999997,4.1115199999999996,11.4732,24.3063,2.9,10.7,28.5,9.6999999999999993,8.0941299999999998,28.387499999999999,45.041200000000003,5.9448600000000003,6.2606299999999999,3.7716099999999999,28.769200000000001,16.097999999999999,35.239800000000002,7.1097999999999999,3.93553,10.563700000000001,5.7190000000000003,6.2285899999999996,10.4358,3.1993800000000001,7.6604599999999996,5.6583800000000002,7.7106700000000004,8.79148,11.117699999999999,8.2487399999999997,2.6917300000000002,4.6223900000000002,10.027699999999999,5.78383,8.7096999999999998,1.7669999999999999,9.5446000000000009,5.61395,11.1836,5.7047800000000004,7.2507299999999999,7.9188700000000001,18.3813,43.720500000000001,2.7888600000000001
05/11/23 05:00,3.6063200000000002,11.809799999999999,7.5819200000000002,7.87479,11.5307,4.7341100000000003,7.7615800000000004,5.53843,6.1964699999999997,117.262,4.3099699999999999,10.401,24.7,14.2,3.6,6.7,4.3,19.2,7.3,8.6,17,5.4,9.1,3,1.6069199999999999,,9.9,6.4,12.1,10.5,20.2,52.9,19.2,5.0999999999999996,9,11.1,5.3,19.294699999999999,5.5602,3.6,22.385300000000001,7.4,10.134399999999999,14.751099999999999,5.6747399999999999,89.820999999999998,8.0753599999999999,12.2715,33.046300000000002,11.8,4.79582,3.2,76.550399999999996,89.7,5.20343,6.7640000000000002,3.3,3.77,2.4,4.4000000000000004,5.2,6.31,9.4,10.62,30.94,12.65,5.1420000000000003,14.84,8.7392800000000008,9.6517999999999997,8.1862300000000001,4.9713500000000002,27.2,69.599999999999994,2.9,5.7,1.4,2.5,7.4,7.1294000000000004,4.9475199999999999,6.7671799999999998,4.9553099999999999,6.4968700000000004,60.612200000000001,8.2128399999999999,23.161100000000001,34.604900000000001,7.1552800000000003,7.2397099999999996,4.03287,8.5479500000000002,17.945499999999999,2.8,11.9,25.6,10.5,7.7632500000000002,27.4633,30.921299999999999,6.9603999999999999,5.5629600000000003,3.9564900000000001,34.216299999999997,14.733000000000001,47.480800000000002,7.0346599999999997,3.2997899999999998,10.3253,4.6148199999999999,7.1998899999999999,10.367100000000001,3.5292300000000001,5.9675599999999998,6.3079299999999998,6.6925299999999996,7.4615799999999997,9.9338999999999995,7.9614099999999999,2.64106,5.0090599999999998,10.603199999999999,5.3344800000000001,9.5687700000000007,1.73333,10.809699999999999,5.8915199999999999,9.7140199999999997,5.66561,7.9438300000000002,10.2143,11.093400000000001,25.603300000000001,2.8653400000000002
05/11/23 06:00,4.8039800000000001,12.024900000000001,7.3530100000000003,9.4586000000000006,12.608599999999999,4.8695399999999998,9.9519000000000002,4.96854,8.0983800000000006,118.351,4.37636,11.5684,23.2,16.8,3.9,7.7,5,18.399999999999999,8.6,7.3,21,4.9000000000000004,10,3.6,1.68344,,6.6,7,15.7,11.1,19.5,43.7,16.7,7.2,8.3000000000000007,10.7,5.5,24.8066,5.7163500000000003,4.8,10.103300000000001,7.9039999999999999,11.9702,13.031700000000001,8.0675799999999995,85.033500000000004,8.1358999999999995,11.541700000000001,27.950800000000001,12.5,5.7465099999999998,3.7,72.185199999999995,109.4,5.72987,8.1819699999999997,4.7,3.77,2.2000000000000002,4.5999999999999996,5.0999999999999996,8.91,10,11.72,31.24,14.95,6.351,15.74,6.8210600000000001,12.866099999999999,8.6605399999999992,5.4971500000000004,28.7,50.8,2.9,7.5,2.5,2.6,8.9,8.0061499999999999,5.4701300000000002,7.5229499999999998,5.9442399999999997,6.0741800000000001,52.823999999999998,8.2397100000000005,41.571100000000001,48.805700000000002,10.9337,6.4218999999999999,3.9297800000000001,9.3811599999999995,20.930299999999999,3,12.4,23,10.9,8.5928500000000003,24.5654,39.115400000000001,5.86172,6.8471399999999996,4.3953100000000003,30.674900000000001,14.467499999999999,67.023600000000002,8.2659199999999995,5.6711999999999998,12.152200000000001,4.8336399999999999,6.7112600000000002,10.1835,3.12968,9.7989099999999993,5.0704399999999996,6.7233400000000003,8.8366299999999995,11.883100000000001,7.3899400000000002,2.5518399999999999,5.8355100000000002,13.4887,5.9434300000000002,9.8181799999999999,2.0724,12.4275,6.8286800000000003,9.9917899999999999,5.2241600000000004,12.671200000000001,9.1882199999999994,10.992900000000001,24.743400000000001,3.1859600000000001
05/11/23 07:00,5.5592199999999998,,14.9057,10.2591,10.532,4.7181800000000003,11.8888,8.7749600000000001,16.645600000000002,143.04,5.7056399999999998,23.1584,29.3,17.2,4.5999999999999996,10.199999999999999,7,21.3,10.9,8.1,21.6,5.0999999999999996,13.3,3.7,1.81735,,9.3000000000000007,9.1999999999999993,22.4,13.1,17.8,43.5,17,10.199999999999999,11.5,11.1,5.4,23.953099999999999,7.6442800000000002,4.5999999999999996,14.067,10.199999999999999,13.445,17.217099999999999,9.9667399999999997,93.139399999999995,12.004,13.458399999999999,26.392499999999998,16.100000000000001,9.1365999999999996,5.2,51.386400000000002,139.9,5.7574699999999996,6.27142,5.6,4.17,2.8,6.6,8.4,16.809999999999999,13.6,13.92,31.44,16.75,7.7469999999999999,15.74,8.1408699999999996,12.861800000000001,16.136399999999998,5.7478300000000004,30.2,60.3,4.2,9.8000000000000007,2.2999999999999998,2.4,12.6,12.517200000000001,5.5949400000000002,6.7958600000000002,5.6590400000000001,6.8880800000000004,59.304099999999998,5.8080400000000001,44.512900000000002,34.479799999999997,14.248100000000001,7.0861400000000003,4.65672,12.2539,31.922699999999999,3.1,25.9,33.4,11.4,11.378500000000001,25.616499999999998,27.218900000000001,6.7977400000000001,8.5934299999999997,6.8687300000000002,44.530999999999999,15.090999999999999,24.0822,8.2290299999999998,6.2081600000000003,15.167999999999999,6.3212799999999998,7.51403,10.058199999999999,3.2370000000000001,12.0497,4.5425199999999997,7.0361599999999997,9.8351199999999999,12.3818,11.7142,2.5173199999999998,7.3673099999999998,14.188800000000001,6.1759000000000004,8.5753699999999995,2.8586399999999998,13.4183,11.6159,12.959,5.8825900000000004,16.493600000000001,13.298500000000001,11.915100000000001,31.075299999999999,
05/11/23 08:00,,,34.999600000000001,17.390799999999999,13.0402,,28.095199999999998,17.473299999999998,,132.488,7.2057799999999999,24.713000000000001,56.9,22.8,5.0999999999999996,15.9,11.8,33.1,16.600000000000001,13.8,36.6,6.8,13.9,3.6,1.913,,17.8,12.8,29.7,15.2,22.1,56.4,18.5,9.8000000000000007,11.7,11.1,6.9,16.744900000000001,8.5652299999999997,4.4000000000000004,22.597200000000001,17.3,19.419,11.4,15.808999999999999,96.262299999999996,17.5153,15.705,30.038599999999999,24.8,10.8462,4.5,28.765899999999998,129.30000000000001,6.35046,7.8936299999999999,9.4,4.37,4.2,9.1999999999999993,18.399999999999999,30.41,18.899999999999999,20.02,53.34,22.55,18.448,19.34,13.755800000000001,13.144399999999999,18.054200000000002,7.8197000000000001,38.700000000000003,80.599999999999994,2.6,16,2.5,6.7,18.600000000000001,11.7202,7.6981400000000004,7.9457100000000001,6.5263400000000003,11.241,63.727200000000003,7.8460200000000002,47.239400000000003,24.477699999999999,34.135899999999999,13.7689,5.6913400000000003,18.217099999999999,29.908200000000001,3.6,23.6,36.4,14.8,16.021999999999998,47.238799999999998,37.113999999999997,8.6495599999999992,11.582000000000001,9.80809,46.043100000000003,18.0657,21.865300000000001,9.3620199999999993,8.6544600000000003,22.0091,12.0791,9.7668900000000001,12.7196,4.0251900000000003,34.747599999999998,5.8331200000000001,11.504899999999999,14.0776,20.244900000000001,25.049900000000001,2.4194100000000001,11.674799999999999,20.6829,7.7780800000000001,9.9855699999999992,4.3788600000000004,19.232600000000001,12.556900000000001,12.3096,8.8003300000000007,9.3134800000000002,25.2958,13.605700000000001,36.019399999999997,3.9822700000000002
05/11/23 09:00,6.1020099999999999,10.6334,33.595199999999998,29.148399999999999,15.2333,7.12676,18.9542,11.1905,36.3232,99.211600000000004,6.8141600000000002,24.104800000000001,60.2,25.5,9.5,19.5,14.7,43,11.1,17.100000000000001,24.2,14.2,17.100000000000001,2.8,2.0660400000000001,,14.8,17.5,27.7,15.4,21.9,46,20.2,11.3,9.5,13.1,7.1,9.3135600000000007,6.7451100000000004,5.0999999999999996,9.3873899999999999,30.699300000000001,23.134499999999999,11.242900000000001,22.5809,84.598600000000005,25.2515,23.084700000000002,35.5473,30.3,13.671200000000001,5.5,20.4024,95.2,6.0723000000000003,8.4449199999999998,11.6,4.67,5.2,10.5,25.3,40.31,22.8,16.02,51.34,32.450000000000003,26.539000000000001,16.84,14.3628,14.8827,19.0336,6.3230199999999996,39.5,53.3,4.5999999999999996,18.7,2.9,6.6,14.6,10.5113,7.27963,8.0673399999999997,8.0304500000000001,14.3551,44.314599999999999,4.3021500000000001,54.905799999999999,27.980499999999999,25.7088,27.049399999999999,7.5947699999999996,20.235800000000001,40.017299999999999,3.9,19.399999999999999,41.6,13.7,24.148599999999998,51.406999999999996,34.636400000000002,11.6738,11.1302,9.0893200000000007,27.561499999999999,15.8492,25.488,14.923500000000001,10.3535,26.6526,6.1938199999999997,8.2924000000000007,13.2942,4.3359699999999997,39.5655,4.8872099999999996,16.378399999999999,13.051500000000001,42.786799999999999,28.226500000000001,2.4428999999999998,14.0031,20.213200000000001,8.9509799999999995,11.772399999999999,5.1786799999999999,17.791699999999999,15.970599999999999,24.985600000000002,7.25481,16.601400000000002,18.220300000000002,17.7394,40.373600000000003,5.2813699999999999
05/11/23 10:00,3.9849999999999999,21.006499999999999,28.370100000000001,18.547499999999999,10.73,9.3844999999999992,14.6273,6.1901000000000002,45.278300000000002,83.421599999999998,7.67509,24.438199999999998,52,23.1,10.1,18.399999999999999,11.2,37.6,9.5,16.2,22.5,14.1,17.899999999999999,3.2,3.4434,,10.5,20.2,32.4,13.4,26.9,29.4,22.6,10.5,8.6,7.9,7.8,6.9134700000000002,5.0248400000000002,5.5,6.7344900000000001,18.100300000000001,16.5227,8.0432500000000005,17.827400000000001,83.5411,26.549499999999998,23.184100000000001,33.625700000000002,40.1,16.650200000000002,5,15.6564,47.9,6.38462,29.700399999999998,8.4,5.47,5.2,11.5,15.4,26.61,19.899999999999999,14.22,41.94,17.95,21.231999999999999,19.64,12.2676,10.390599999999999,14.380800000000001,5.5667200000000001,50.8,45.8,4.9000000000000004,17.899999999999999,3.3,4,9.6999999999999993,9.7007300000000001,4.8800699999999999,7.3482099999999999,8.5084499999999998,15.3896,33.596699999999998,2.9942700000000002,84.555099999999996,27.641100000000002,62.547499999999999,17.566199999999998,7.3561800000000002,22.517600000000002,26.035399999999999,4.4000000000000004,15.1,38.4,12.5,11.9383,81.606399999999994,27.3246,9.2317199999999993,8.7064500000000002,9.6270299999999995,22.882899999999999,18.1249,28.410699999999999,12.3474,9.1388300000000005,35.578800000000001,4.6037499999999998,8.9006699999999999,14.5862,4.6717300000000002,27.8611,4.8107300000000004,13.6883,12.1747,35.174999999999997,45.498800000000003,2.5716899999999998,14.1157,18.837499999999999,9.0708400000000005,9.7367600000000003,4.1246200000000002,16.3688,16.064900000000002,16.792100000000001,5.5278400000000003,13.5634,18.560199999999998,18.2867,32.117899999999999,4.0152000000000001
05/11/23 11:00,3.3359899999999998,22.9132,15.6739,11.762499999999999,8.1753900000000002,9.7818000000000005,22.333100000000002,5.1661200000000003,46.233800000000002,65.453599999999994,7.2656000000000001,17.768599999999999,40.5,17.3,8.1,19.3,7.7,26.2,7.6,10.7,14.1,13.3,15.9,3.1,3.61557,,8.8000000000000007,19.100000000000001,21.9,11.5,18.600000000000001,23.4,21.1,9.8000000000000007,7.4,6.1,6.5,5.9171100000000001,4.3067799999999998,6.3,6.1258400000000002,,11.078200000000001,7.1,18.432700000000001,60.0687,22.722300000000001,22.651399999999999,30.9192,37.1,12.8687,4.7,15.549099999999999,42.1,9.3365899999999993,25.351600000000001,6,7.37,4.9000000000000004,11.5,9.3000000000000007,21.61,10,12.12,26.54,13.45,14.253,17.34,16.576000000000001,8.2624200000000005,12.1707,4.6654299999999997,47.4,35.4,10.1,12.9,2.5,4.3,8.6999999999999993,11.736800000000001,4.7324200000000003,4.9571500000000004,7.2826399999999998,15.147,13.2021,2.8108599999999999,,23.682400000000001,159.04599999999999,12.9665,7.4093200000000001,15.517099999999999,26.554600000000001,4.4000000000000004,13.5,12.1,15.3,11.8634,100.76,16.55,8.7812400000000004,7.7280899999999999,9.4536899999999999,19.734000000000002,20.04,90.393000000000001,10.9648,8.2757699999999996,25.444199999999999,4.6997999999999998,8.9807400000000008,14.787699999999999,5.00284,15.5154,3.98963,16.259399999999999,8.7967899999999997,23.4895,56.218200000000003,2.8353600000000001,12.8408,15.704499999999999,8.7673100000000002,8.5,4.46434,15.1807,9.7677300000000002,9.7027300000000007,5.2369599999999998,12.0025,9.3544599999999996,11.935600000000001,25.53,3.9201299999999999
05/12/23 12:00,3.6243799999999999,17.434799999999999,16.3447,16.169699999999999,6.0796299999999999,7.7874699999999999,16.233899999999998,6.2841100000000001,50.430599999999998,35.364600000000003,7.22736,13.5664,33.700000000000003,12.4,7.2,20.100000000000001,9.1999999999999993,24.6,7.8,9.5,11.5,9.5,15.9,3.5,3.0034100000000001,,7.6,18.3,17.399999999999999,11,15.5,16.3,20.2,11.7,9.9,5,5.8,4.7056399999999998,5.5761399999999997,6.7,6.5767499999999997,12.487500000000001,11.5519,7.8237399999999999,18.542999999999999,53.996499999999997,16.6995,14.815300000000001,35.406500000000001,39.799999999999997,12.02,3.7,13.028499999999999,18.600000000000001,6.3251200000000001,32.325299999999999,5.9,7.77,5.0999999999999996,10.3,6.7,14.51,9.6,8.6199999999999992,22.34,10.75,,11.34,16.4846,9.7224000000000004,10.4268,4.4922800000000001,39.6,23.5,2.1,7.3,3.4,4,7.5,11.7273,3.6006200000000002,4.64114,7.0261199999999997,13.417400000000001,4.3285299999999998,4.7839400000000003,79.630200000000002,31.967700000000001,72.961299999999994,11.3665,7.9933100000000001,16.573499999999999,24.238199999999999,4.5,9.8000000000000007,11.5,10.8,18.8035,39.1965,12.446099999999999,7.2838200000000004,8.0758600000000005,13.2171,13.3277,21.968299999999999,87.538300000000007,10.486700000000001,9.75014,26.5045,4.8007099999999996,8.00746,13.501200000000001,4.5738599999999998,8.6388800000000003,3.8531300000000002,18.1098,6.5847199999999999,11.888400000000001,57.808300000000003,2.9864600000000001,11.910399999999999,15.631500000000001,9.0354100000000006,8.4,5.4635800000000003,14.386699999999999,8.8939000000000004,5.1454000000000004,4.4445499999999996,9.6592400000000005,8.5705399999999994,6.6465800000000002,14.6441,4.51126
05/12/23 01:00,4.1294700000000004,12.9023,16.265599999999999,16.444800000000001,7.0446600000000004,8.3928999999999991,18.9224,6.9798600000000004,20.125900000000001,23.214300000000001,7.1153000000000004,11.8233,30.7,11.5,6.2,18.600000000000001,10,20.2,9.8000000000000007,9.6,9.1,10.3,14.7,3.8,2.9077600000000001,,7.3,17.8,17.600000000000001,9,12.6,16.899999999999999,18.8,13.9,8.1,5.6,6.1,5.0937000000000001,5.7365300000000001,6.5,7.11158,11.002800000000001,11.120100000000001,7.9981099999999996,17.367799999999999,42.043300000000002,13.057700000000001,14.8371,28.3874,45.2,11.176600000000001,3,15.3489,14.7,5.5185000000000004,22.238600000000002,5.8,7.47,5,9.6,6.3,11.51,9.4,6.52,22.84,7.75,,7.74,15.8048,12.2187,9.7037200000000006,5.3781800000000004,35.799999999999997,15.4,1.8,4.5999999999999996,3.8,8.1999999999999993,6.6,10.2149,3.3244400000000001,5.3517599999999996,6.2777799999999999,11.2021,3.2260399999999998,2.6063900000000002,56.495100000000001,39.1875,30.107600000000001,11.533899999999999,7.8641899999999998,12.5047,22.855,4.0999999999999996,7.8,8.6,10.1,13.004300000000001,15.404299999999999,16.3141,7.0598400000000003,10.706,16.242899999999999,13.456799999999999,23.632300000000001,129.691,11.337300000000001,9.1143999999999998,26.298300000000001,3.72946,8.32395,11.8667,5.0282600000000004,7.8988800000000001,3.9020000000000001,15.181800000000001,6.97614,9.7071199999999997,25.383500000000002,3.29,12.117000000000001,16.927199999999999,10.0519,8.5,5.8832899999999997,13.5891,10.49,3.2392500000000002,3.8599199999999998,14.4414,8.7787400000000009,7.0384399999999996,16.0534,4.5675600000000003
05/12/23 02:00,3.5967600000000002,11.352,13.856999999999999,13.2119,8.2991399999999995,7.3519600000000001,14.500299999999999,5.69564,16.621700000000001,24.3552,7.4626400000000004,12.635899999999999,26.1,10.6,6.1,19.100000000000001,10.6,20.100000000000001,8.6999999999999993,8.8000000000000007,9,9.1999999999999993,14.3,4.8,3.0608,,6.6,19.5,19,10.199999999999999,12,13.2,17,11.2,7.6,6.3,6.3,6.2583299999999999,6.3010999999999999,6.3,7.3202999999999996,15,11.824299999999999,8.1340199999999996,14.6654,38.302300000000002,12.3163,15.9185,22.879200000000001,37.4,11.8155,3,18.4055,20.399999999999999,5.2261199999999999,15.1995,5.4,6.87,5.0999999999999996,8.1999999999999993,5.7,9.7100000000000009,8.9,5.12,12.54,6.95,8.2050000000000001,7.04,16.139900000000001,16.563700000000001,9.8994400000000002,5.3617100000000004,31.6,16.2,2.2999999999999998,5.3,3.9,9.5,5.4,11.3504,2.4104000000000001,4.8780099999999997,5.3015999999999996,9.8034599999999994,3.2743799999999998,2.5028199999999998,50.372999999999998,41.185299999999998,82.104699999999994,10.2155,7.2042000000000002,9.0867799999999992,20.173100000000002,4.3,9.4,9,9.4,8.4462600000000005,18.375699999999998,17.622299999999999,6.67042,9.2470199999999991,14.113,22.623699999999999,32.231499999999997,99.455299999999994,12.9069,9.6019600000000001,25.581199999999999,4.5452500000000002,8.73719,12.3558,5.3892699999999998,6.6281499999999998,4.2785500000000001,13.626200000000001,7.17903,9.2376199999999997,31.7547,3.52068,11.301399999999999,18.1736,9.7940199999999997,8.6999999999999993,6.2937799999999999,15.7943,10.9833,3.1516099999999998,3.96488,13.2182,8.5933799999999998,9.1370699999999996,21.9636,4.43743
05/12/23 03:00,3.4076900000000001,13.645300000000001,15.0021,14.1244,7.4610500000000002,6.0114299999999998,13.726000000000001,5.0891099999999998,12.349399999999999,22.194099999999999,7.1795600000000004,12.0251,24.6,10.6,7.1,19.2,8.9,12.5,6.5,9.6,11.1,7.1,14.7,5.4,3.1947100000000002,,7.3,17.3,15.4,8.6999999999999993,13.3,17.3,17.7,13.7,9,10.5,6.9,7.3813800000000001,7.7834300000000001,6.1,7.62622,14.3575,12.8903,7.17584,12.4192,41.309100000000001,12.210100000000001,13.7919,15.8499,38.799999999999997,9.2752199999999991,2.4,,19.399999999999999,6.2594200000000004,13.064399999999999,5.5,5.97,5.6,8,5.9,9.91,7.8,6.42,13.54,6.55,5.9740000000000002,6.44,16.557600000000001,20.355799999999999,11.3476,5.6687000000000003,32.5,18,2.5,4.4000000000000004,3.6,16.100000000000001,5.4,8.99526,2.7609400000000002,4.4876500000000004,5.2691999999999997,8.9638399999999994,3.0630799999999998,3.3685299999999998,35.657800000000002,31.877800000000001,,10.0832,7.4619299999999997,8.7955699999999997,16.7454,4.5,11.1,8.5,10.1,6.7392700000000003,13.8582,24.349900000000002,6.3380900000000002,10.970700000000001,16.5642,23.9892,31.7164,24.732800000000001,15.138,10.569599999999999,29.860499999999998,4.5813600000000001,10.428800000000001,12.800800000000001,5.6908799999999999,7.8039300000000003,4.6561700000000004,14.246,7.0956400000000004,8.9614399999999996,35.189399999999999,3.4337499999999999,13.378399999999999,19.674399999999999,9.9295799999999996,9.8000000000000007,7.4317299999999999,18.193999999999999,13.0626,3.6832600000000002,4.0013800000000002,13.2607,12.4907,6.7655000000000003,14.777100000000001,6.3058800000000002
05/12/23 04:00,2.4532799999999999,16.492599999999999,24.788900000000002,10.5951,10.5059,6.6073399999999998,17.964200000000002,5.4189299999999996,10.312099999999999,36.2791,7.5874499999999996,13.0618,31.9,14.1,7.5,19.7,8.3000000000000007,15.1,9.1,9.8000000000000007,12,6.6,14.8,4.5,3.1373199999999999,,7.9,15.6,15.1,9.6,16,36.799999999999997,21.6,13.6,9.9,16.100000000000001,7.8,14.538600000000001,27.233799999999999,5.7,12.932600000000001,18.442799999999998,13.96,7.51363,12.4818,58.207999999999998,13.8969,14.4876,22.165400000000002,36.700000000000003,7.6292999999999997,2.8,15.2666,24.3,4.95547,10.955299999999999,5.6,5.57,6.4,8.6,6.2,12.01,8.8000000000000007,7.02,13.34,7.85,6.8090000000000002,6.34,18.653700000000001,25.6722,12.627599999999999,6.3283399999999999,29.5,31.8,3,6.4,2.6,19.899999999999999,7.1,9.9605200000000007,2.9717899999999999,4.9651199999999998,8.1117100000000004,8.8350899999999992,12.0845,3.44448,35.5276,18.776599999999998,106.63,9.7228999999999992,7.6553500000000003,15.6531,14.4453,4.5,14.1,9.5,10.6,10.597300000000001,16.7074,27.474399999999999,6.90916,11.8292,26.665600000000001,36.733800000000002,17.752400000000002,29.716200000000001,16.786899999999999,11.1379,36.511099999999999,3.9068499999999999,13.492900000000001,13.310700000000001,6.0102700000000002,11.622299999999999,4.8139099999999999,15.5175,6.9968599999999999,9.9514300000000002,55.890500000000003,3.3416899999999998,14.3947,20.613800000000001,11.4076,11.103400000000001,7.9132499999999997,14.8658,14.4466,7.4265299999999996,4.5895200000000003,8.7281999999999993,25.205500000000001,10.122299999999999,15.549899999999999,16.553699999999999
